C Linnaeus;Linnaeus
Carl Linnaeus;Linnaeus
Carolus Linnaeus;Linnaeus
Carolus Linnæus;Linnaeus
Lin;Linnaeus
Linn;Linnaeus
Linné;Linnaeus
